SRR3437043_Aligned.sortedByCoord.out.bam	SRR3437044_Aligned.sortedByCoord.out.bam	SRR3437051_Aligned.sortedByCoord.out.bam	SRR3437052_Aligned.sortedByCoord.out.bam	SRR3437053_Aligned.sortedByCoord.out.bam	SRR3437054_Aligned.sortedByCoord.out.bam	SRR3437056_Aligned.sortedByCoord.out.bam	SRR3437060_Aligned.sortedByCoord.out.bam
AGBL1-AS1	0	0	0	0	0	0	0	0
AGBL2	5	10	1	7	8	8	5	3
AGBL3	7	15	14	13	3	9	12	10
AGBL4	2	0	0	2	1	1	1	1
AGBL4-AS1	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0
AGBL5	195	164	116	157	204	260	179	188
AGBL5-AS1	0	0	0	1	0	0	0	0
AGBL5-IT1	6	6	4	2	1	8	11	5
AGER	53	36	20	23	40	68	77	46
AGFG1	73	74	78	76	38	57	76	47
AGFG2	56	54	162	111	36	40	52	43
AGGF1	38	36	36	17	36	67	56	35
AGGF1P1	0	0	3	0	0	3	1	0
AGGF1P10	0	0	0	0	0	0	0	0
AGGF1P2	0	1	5	0	0	6	5	0
AGGF1P3	0	0	0	0	0	0	0	0
AGGF1P4	0	0	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0	0	0
AGK	78	99	90	95	87	171	79	92
AGK-DT	1	2	1	0	0	0	0	0
AGKP1	0	0	0	0	0	0	0	0
AGKP2	0	0	0	0	0	0	0	0
AGL	38	61	44	42	29	35	81	42
AGMAT	1	2	15	2	2	7	15	4
AGMO	1	0	15	1	0	0	1	0
AGO1	140	135	131	109	99	124	89	103
AGO2	86	110	100	52	51	138	88	108
AGO3	65	95	71	60	48	53	45	42
AGO4	96	109	72	61	46	59	76	42
AGPAT1	179	121	52	103	100	197	128	144
AGPAT2	57	35	33	64	82	77	92	56
AGPAT3	148	154	212	205	218	371	225	221
AGPAT4	32	27	15	9	12	4	15	3
AGPAT5	31	51	85	34	29	27	38	26
AGPAT5P1	0	0	0	0	0	0	0	0
AGPS	52	50	26	25	9	6	31	19
AGR2	213	152	705	453	78	37	516	526
AGR3	13	2	7	6	3	0	8	8
AGRN	259	222	268	301	520	735	592	334
AGRP	0	0	0	0	0	0	2	0
AGT	48	38	28	34	73	60	59	36
AGTPBP1	14	21	31	24	15	23	20	22
AGTR1	29	21	10	42	1	12	13	1
AGTR2	0	0	0	0	0	0	0	0
AGTRAP	99	75	119	210	200	252	268	190
AGXT	1	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0
AHCTF1	53	84	92	49	52	68	72	76
AHCTF1P1	3	7	12	2	2	4	8	10
AHCY	290	226	373	502	356	778	597	481
AHCYL1	304	267	253	202	193	285	207	145
AHCYL2	64	84	54	51	25	31	44	28
AHCYP2	0	0	0	0	0	0	1	0
AHCYP3	0	0	0	0	0	0	0	0
AHCYP4	0	0	0	0	0	0	0	0
AHCYP5	0	0	0	0	0	0	0	0
AHCYP7	0	0	0	0	0	0	0	0
AHCYP8	0	0	0	0	0	0	0	0
AHDC1	89	93	41	41	37	52	73	29
AHI1	63	100	107	78	68	33	94	71
AHNAK	2823	2786	1441	686	595	625	620	941
AHNAK2	128	60	28	36	17	11	41	14
AHR	42	46	20	17	22	18	39	8
AHRR	0	0	0	0	2	0	0	2
AHSA1	210	132	146	239	162	354	188	145
AHSA2P	537	620	535	550	517	1001	455	583
AHSG	0	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0
AIDA	182	133	86	96	190	1389	218	815
AIDAP1	1	3	1	5	2	5	1	6
AIDAP2	1	4	4	3	11	10	1	5
AIDAP3	0	0	0	0	0	0	0	0
AIF1	66	61	11	18	35	22	67	21
AIF1L	42	21	45	54	47	91	79	15
AIFM1	78	65	100	130	112	460	159	93
AIFM1P1	0	0	0	0	0	0	0	0
AIFM2	64	50	13	35	35	36	62	32
AIFM3	1	2	1	2	9	31	1	3
AIG1	87	67	52	147	114	119	63	100
AIG1P1	0	0	0	0	0	0	0	0
AIM2	2	5	1	0	0	0	2	0
AIMP1	119	121	199	135	96	173	176	113
AIMP1P1	0	0	0	0	0	0	0	0
AIMP1P2	0	0	0	0	0	0	0	0
AIMP2	41	46	122	83	72	135	118	72
AIP	157	80	39	136	78	143	146	99
AIPL1	0	0	0	0	0	0	0	0
AIRE	2	1	0	0	0	1	2	0
AIRN	0	0	0	0	0	0	0	0
AJAP1	7	5	5	5	2	3	0	0
AJM1	47	34	34	46	53	79	107	59
AJUBA	58	73	13	10	8	6	14	28
AJUBA-DT	5	6	6	11	6	14	10	4
AK1	24	19	10	8	7	20	12	8
AK2	273	297	337	384	340	445	361	282
AK2P2	0	0	1	0	0	0	0	0
AK3	189	188	115	149	123	165	211	95
AK3P2	0	0	0	0	0	0	0	0
AK3P3	0	0	1	1	0	0	0	0
AK3P4	0	0	0	0	0	0	0	0
AK3P5	0	0	0	0	0	0	0	0
AK4	92	102	210	229	71	122	84	48
AK4P1	5	3	9	6	1	4	1	0
AK4P2	0	0	0	0	0	0	0	0
AK4P3	1	2	12	12	1	4	6	4
AK4P4	0	0	0	0	0	0	0	1
AK4P5	0	0	0	0	0	0	0	0
AK4P6	0	0	0	0	0	0	0	0
AK5	6	2	1	261	5	1	13	8
AK6	37	53	28	34	54	68	37	38
AK6P1	0	0	0	0	0	0	0	0
AK6P2	0	0	0	0	0	0	0	0
AK7	1	7	1	4	0	2	4	0
AK8	2	1	2	10	2	5	10	3
AK9	12	15	20	12	9	9	30	8
AKAIN1	0	0	0	0	0	0	0	0
AKAP1	241	209	379	253	152	232	256	177
AKAP1-DT	16	5	18	37	10	23	21	10
AKAP10	63	72	61	58	32	35	52	20
AKAP11	78	93	74	34	28	47	54	29
AKAP12	201	159	81	82	15	9	61	46
AKAP13	242	274	308	144	106	110	185	198
AKAP14	1	3	0	2	2	2	1	0
AKAP17A	232	225	417	295	455	661	462	360
AKAP17BP	0	0	0	0	0	0	0	0
AKAP3	4	2	1	2	0	1	0	1
AKAP4	0	0	0	0	0	0	0	0
AKAP5	3	3	3	4	12	9	7	3
AKAP6	13	16	2	0	3	1	2	2
AKAP7	39	82	33	29	14	13	35	2
AKAP8	120	139	102	86	110	124	127	77
AKAP8L	286	289	262	266	421	474	593	328
AKAP8P1	0	0	0	0	0	0	1	0
AKAP9	72	134	210	124	87	108	180	136
AKIP1	48	27	17	23	23	39	31	21
AKIRIN1	137	113	112	99	77	101	80	96
AKIRIN1P1	0	0	0	0	0	0	0	0
AKIRIN1P2	0	0	0	0	0	0	0	0
AKIRIN2	79	65	38	33	54	59	86	25
AKIRIN2P1	0	0	0	0	0	0	0	0
AKNA	164	171	95	66	49	42	37	11
AKNAD1	2	1	2	1	2	1	0	0
AKR1A1	186	183	181	330	394	548	539	328
AKR1B1	106	73	14	26	15	23	44	27
AKR1B10	0	1	0	0	0	0	1	0
AKR1B10P1	0	0	0	0	0	0	0	0
AKR1B10P2	0	0	0	0	0	0	0	0
AKR1B15	2	1	0	0	0	0	0	0
AKR1B1P1	0	0	0	0	0	0	0	0
AKR1B1P2	0	0	0	0	0	0	0	0
AKR1B1P3	0	0	0	0	0	0	0	0
AKR1B1P4	0	0	0	0	0	0	0	0
AKR1B1P5	0	0	0	0	0	0	0	0
AKR1B1P6	0	0	0	0	0	0	0	0
AKR1B1P7	0	0	0	0	0	0	0	0
AKR1B1P8	0	0	0	0	0	0	0	0
AKR1C1	86	19	14	12	5	6	15	4
AKR1C2	84	11	5	10	3	6	8	5
AKR1C3	36	11	6	8	3	3	10	8
AKR1C4	0	0	0	0	0	0	0	0
AKR1C5P	0	0	0	0	0	0	0	0
AKR1C6P	0	0	1	0	0	0	1	0
AKR1C7P	0	0	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	1	0	0	0
AKR1D1P1	0	0	0	0	0	0	0	0
AKR1E2	6	4	4	0	0	3	8	1
AKR7A2	104	54	39	75	54	75	104	94
AKR7A2P1	0	0	0	1	0	0	0	0
AKR7A2P2	0	0	0	0	0	0	0	0
AKR7A3	5	4	3	3	9	10	8	7
AKR7L	2	4	5	7	4	11	14	4
AKT1	500	389	584	572	456	679	589	529
AKT1S1	107	88	134	135	119	188	202	120
AKT2	395	413	262	269	320	460	292	337
AKT3	149	148	121	109	67	143	168	75
AKT3-IT1	1	1	0	1	0	0	0	0
AKTIP	119	132	54	104	93	105	138	149
ALAD	198	184	64	101	43	80	75	139
ALAS1	86	63	84	77	63	94	65	66
ALAS2	0	0	0	0	0	0	0	0
ALB	2	3	0	10	1	2	1	4
ALCAM	81	90	256	291	204	344	421	276
ALDH16A1	75	57	44	46	50	134	124	35
ALDH18A1	128	116	247	204	168	329	257	163
ALDH1A1	267	294	236	195	16	18	137	21
ALDH1A2	140	100	45	43	7	7	20	7
ALDH1A2-AS1	10	6	0	1	0	0	0	0
ALDH1A3	487	516	1893	2385	1046	579	962	895
ALDH1A3-AS1	383	443	1611	1700	698	399	649	563
ALDH1B1	239	76	202	165	88	96	89	48
ALDH1L1	95	62	26	41	139	148	59	5
ALDH1L1-AS1	6	7	0	6	38	24	15	1
ALDH1L1-AS2	11	7	0	0	1	1	0	0
ALDH1L2	32	42	9	6	0	7	9	2
ALDH2	394	269	67	227	340	340	171	68
ALDH3A1	11	4	0	0	0	0	0	0
ALDH3A2	314	437	176	330	198	202	152	44
ALDH3B1	32	31	12	7	4	11	15	9
ALDH3B2	16	7	45	7	86	287	29	46
ALDH4A1	152	164	86	189	65	114	80	99
ALDH5A1	50	64	55	61	42	86	51	46
ALDH6A1	124	152	188	320	124	164	161	88
ALDH7A1	147	205	122	295	252	284	218	213
ALDH7A1P1	1	1	2	4	1	1	0	1
ALDH7A1P2	0	0	0	0	0	0	0	0
ALDH7A1P3	0	0	0	0	0	0	0	0
ALDH7A1P4	0	0	0	0	0	0	0	0
ALDH8A1	6	7	4	8	1	2	0	1
ALDH9A1	283	234	225	270	275	546	200	175
ALDOA	250	133	162	142	76	232	116	288
ALDOAP1	0	0	0	0	0	0	0	0
ALDOAP2	0	0	0	0	0	0	0	0
ALDOB	0	14	2	0	0	0	0	1
ALDOC	70	48	5	10	27	28	22	36
ALG1	79	58	93	98	88	132	91	80
ALG10	3	3	10	5	5	2	7	3
ALG10B	16	21	14	16	12	19	17	12
ALG11	8	6	14	11	7	5	2	7
ALG12	72	47	98	77	95	119	104	133
ALG13	79	123	113	97	122	273	141	90
ALG13-AS1	0	0	0	0	0	0	1	0
ALG14	19	14	35	37	30	43	40	21
ALG14-AS1	0	0	0	1	0	0	0	0
ALG1L	16	5	6	5	45	128	15	6
ALG1L10P	3	0	1	1	0	2	2	0
ALG1L11P	4	5	2	1	2	3	5	1
ALG1L12P	3	3	1	2	1	2	0	0
ALG1L13P	7	11	7	5	0	1	3	6
ALG1L14P	1	0	0	0	0	0	0	0
ALG1L15P	0	0	0	1	0	0	0	0
ALG1L2	6	2	2	3	3	3	3	0
ALG1L3P	0	0	0	0	0	0	0	1
ALG1L5P	0	0	0	0	0	0	0	0
ALG1L6P	10	2	7	3	2	3	8	1
ALG1L7P	2	0	3	2	0	0	2	0
ALG1L8P	5	1	1	3	3	7	9	6
ALG1L9P	22	20	11	16	10	12	19	10
ALG2	96	87	71	149	117	168	115	145
ALG3	42	40	45	82	103	251	83	67
ALG3P1	0	0	0	0	0	0	0	0
ALG5	67	40	32	108	58	94	112	30
ALG6	16	21	36	35	15	34	26	20
ALG8	41	47	75	116	31	44	106	50
ALG9	33	23	27	28	23	22	28	14
ALG9-IT1	0	0	0	0	0	0	0	0
ALK	0	0	0	0	0	0	2	0
ALKAL1	1	1	0	0	1	0	7	2
ALKAL2	1	4	1	2	0	0	0	0
ALKBH1	22	23	24	28	10	27	13	13
ALKBH2	32	32	39	57	42	87	78	45
ALKBH3	48	42	28	42	37	44	51	38
ALKBH3-AS1	1	0	2	0	2	3	1	1
ALKBH4	21	26	20	31	24	46	48	32
ALKBH5	254	192	168	157	132	240	203	80
ALKBH6	24	31	21	16	22	45	17	19
ALKBH7	75	49	83	110	68	168	241	138
ALKBH8	21	28	29	4	7	5	16	7
ALLC	0	0	1	0	1	1	1	1
ALMS1	48	53	56	30	18	33	51	33
ALMS1-IT1	1	0	0	2	0	2	3	0
ALMS1P1	3	9	7	7	3	4	4	3
ALOX12	20	12	15	17	10	22	12	8
ALOX12-AS1	23	27	16	15	23	39	11	10
ALOX12B	4	6	5	11	6	1	4	3
ALOX12P1	0	0	0	0	0	0	0	0
ALOX12P2	7	8	24	27	0	0	0	0
ALOX15	5	0	45	3	8	45	0	1
ALOX15B	9	42	211	136	1	3	3	80
ALOX15P1	1	4	1	3	6	10	0	4
ALOX15P2	0	0	0	0	0	0	0	0
ALOX5	109	64	68	39	20	13	63	29
ALOX5AP	22	38	3	8	4	3	6	3
ALOXE3	0	1	1	1	0	1	0	0
ALOXE3P1	21	8	25	30	19	26	16	16
ALPG	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0
ALPK1	54	67	27	37	32	21	25	14
ALPK2	1	1	102	1	0	1	0	0
ALPK3	55	28	71	17	16	23	18	10
ALPL	7	11	7	19	5	24	16	4
ALPP	0	1	0	0	0	0	0	0
ALS2	49	69	70	54	41	60	51	31
ALS2CL	170	132	30	36	40	54	21	10
ALX1	0	1	0	0	0	0	0	0
ALX3	28	10	19	7	15	24	9	17
ALX4	2	2	0	3	7	2	2	5
ALYREF	48	44	47	84	44	75	100	56
AMACR	18	5	1290	203	1460	2965	1424	2594
AMBN	0	0	0	0	0	0	0	0
AMBP	0	0	0	0	0	1	1	0
AMBRA1	70	72	65	54	53	70	64	57
AMD1	200	282	1293	261	330	340	839	249
AMD1P1	0	0	0	0	1	0	0	0
AMD1P2	0	0	0	0	0	0	0	0
AMD1P3	1	0	0	0	1	0	0	0
AMD1P4	0	0	0	0	0	0	0	0
AMDHD1	1	3	0	0	1	1	1	0
AMDHD2	47	48	52	69	111	142	113	135
AMELX	0	0	0	0	0	2	0	0
AMELY	0	0	1	0	0	0	0	1
AMER1	14	30	20	9	8	39	12	10
AMER2	0	1	0	0	0	0	0	0
AMER3	0	2	0	0	0	0	0	0
AMFR	149	166	76	139	90	174	140	119
AMH	6	7	2	8	41	90	23	48
AMHR2	0	0	0	0	2	13	0	0
AMIGO1	51	40	31	41	30	37	26	11
AMIGO2	57	38	6	7	6	18	15	89
AMIGO3	0	0	0	0	0	0	2	0
AMMECR1	14	22	15	15	18	69	42	11
AMMECR1-IT1	0	0	0	0	0	0	0	0
AMMECR1L	68	91	44	50	56	92	79	49
AMMECR1LP1	0	0	0	0	0	0	0	0
AMN	83	69	35	77	85	100	66	82
AMN1	11	17	16	23	22	35	19	26
AMOT	31	54	23	22	13	15	27	7
AMOTL1	231	265	164	189	91	110	119	268
AMOTL2	185	164	139	94	59	40	58	26
AMPD1	2	7	2	1	3	0	0	0
AMPD2	201	216	143	116	95	153	154	76
AMPD3	45	75	152	42	38	43	86	18
AMPH	20	9	3	5	0	0	5	1
AMT	10	11	4	4	5	11	4	4
AMTN	0	2	0	3	0	0	0	1
AMY1A	4	1	2	2	1	10	2	5
AMY1B	10	2	2	2	1	10	2	5
AMY1C	4	1	1	2	1	10	2	5
AMY2A	2	3	3	0	1	7	1	2
AMY2B	64	94	28	25	35	132	28	39
AMYP1	0	0	0	0	1	2	2	0
AMZ1	2	1	2	2	1	2	0	0
AMZ2	138	128	77	89	111	179	107	84
AMZ2P1	59	49	14	34	42	40	38	42
AMZ2P2	0	0	0	0	0	0	0	0
AMZ2P3	0	0	0	0	0	0	0	0
ANAPC1	67	81	88	66	61	91	77	59
ANAPC10	11	7	18	17	4	13	18	20
ANAPC10P1	0	0	0	0	0	0	0	0
ANAPC11	75	40	58	102	109	208	236	142
ANAPC13	110	138	106	167	195	318	156	105
ANAPC15	82	56	46	102	74	165	108	65
ANAPC15P1	0	0	0	0	0	0	0	0
ANAPC15P2	0	0	0	0	0	0	0	0
ANAPC16	298	280	215	295	231	380	326	208
ANAPC1P1	0	0	0	0	0	0	1	0
ANAPC1P2	29	44	26	19	30	32	69	22
ANAPC1P3	1	1	1	2	1	1	1	0
ANAPC1P4	0	0	0	0	0	0	0	0
ANAPC1P5	0	0	0	0	0	0	0	0
ANAPC1P6	0	0	0	0	0	0	0	0
ANAPC2	154	131	161	162	109	215	259	170
ANAPC4	85	131	59	102	79	78	90	50
ANAPC5	297	317	379	351	418	715	316	294
ANAPC7	142	170	139	122	160	265	164	146
ANG	67	36	23	142	9	4	35	7
ANGEL1	76	55	109	63	49	98	72	59
ANGEL2	58	78	87	49	60	57	80	39
ANGPT1	73	130	14	8	0	2	6	1
ANGPT2	14	5	44	3	14	9	4	11
ANGPT4	5	0	2	0	0	0	0	1
ANGPTL1	53	51	2	3	1	1	8	1
ANGPTL2	231	182	34	23	101	68	47	29
ANGPTL3	0	0	1	1	0	0	0	0
ANGPTL4	3	8	0	7	11	18	26	2
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	46	33	6	19	35	32	25	34
ANGPTL7	12	1	9	3	1	0	1	1
ANGPTL8	5	4	14	2	0	0	11	3
ANHX	0	0	0	0	0	0	0	0
ANK1	3	3	1	5	8	5	3	0
ANK2	90	74	11	8	18	10	29	5
ANK2-AS1	0	0	0	0	0	0	0	0
ANK3	72	110	210	90	519	661	283	327
ANK3-DT	0	0	0	0	1	2	0	1
ANKAR	16	7	12	8	6	15	16	6
ANKDD1A	76	59	38	17	11	36	57	14
ANKDD1B	3	7	3	0	1	2	0	0
ANKEF1	15	12	28	12	16	26	18	12
ANKFN1	1	8	0	1	0	0	4	0
ANKFY1	143	160	129	90	82	114	101	53
ANKH	258	363	304	809	406	274	231	575
ANKH-DT	0	0	0	0	1	2	4	1
ANKHD1	15	19	16	22	7	10	16	7
ANKHD1-DT	3	2	3	10	6	17	15	10
ANKHD1-EIF4EBP3	12	18	24	41	14	42	32	21
ANKIB1	56	71	135	66	42	45	71	35
ANKK1	7	3	10	8	5	14	4	7
ANKLE1	6	3	0	4	2	9	2	3
ANKLE2	131	139	83	111	137	220	154	143
ANKMY1	56	40	45	57	56	74	68	45
ANKMY2	74	58	44	21	26	30	26	19
ANKRA2	45	64	71	24	35	49	58	33
ANKRD1	1	0	0	2	1	1	0	0
ANKRD10	255	285	232	255	306	328	279	309
ANKRD10-IT1	10	22	55	16	19	9	33	6
ANKRD11	305	276	216	190	124	142	256	142
ANKRD11P1	0	0	0	0	0	0	0	0
ANKRD11P2	17	14	12	16	3	10	22	9
ANKRD12	54	101	76	78	61	94	302	74
ANKRD13A	190	150	73	59	132	263	77	79
ANKRD13B	24	25	18	24	25	61	87	10
ANKRD13C	33	49	58	65	34	56	35	31
ANKRD13D	143	131	81	64	95	182	186	138
ANKRD16	21	24	16	18	12	25	23	26
ANKRD17	132	235	349	160	191	198	445	159
ANKRD17-DT	0	0	1	3	1	2	1	2
ANKRD18A	5	2	3	6	7	8	14	5
ANKRD18B	4	7	3	3	16	20	96	1
ANKRD18CP	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD18EP	4	6	8	2	2	5	2	4
ANKRD19P	3	0	1	3	3	8	6	5
ANKRD2	2	1	0	0	0	1	0	1
ANKRD20A1	0	1	0	2	0	2	4	0
ANKRD20A10P	0	1	0	0	0	0	0	0
ANKRD20A11P	3	1	0	0	0	0	1	3
ANKRD20A17P	0	0	0	0	0	0	0	0
ANKRD20A18P	0	0	0	0	0	0	0	0
ANKRD20A19P	0	0	0	1	1	0	1	2
ANKRD20A21P	1	0	1	1	0	1	0	0
ANKRD20A2P	0	0	0	1	0	0	0	0
ANKRD20A3P	0	0	0	1	0	1	1	0
ANKRD20A4P	0	1	0	1	0	1	4	0
ANKRD20A5P	2	2	0	1	1	0	4	0
ANKRD20A6P	0	0	0	0	0	0	0	0
ANKRD20A7P	0	0	0	3	0	2	0	0
ANKRD20A8P	0	1	0	0	0	0	0	0
ANKRD20A9P	0	1	0	0	0	0	1	0
ANKRD22	19	14	25	116	44	74	9	15
ANKRD23	26	26	38	24	21	56	38	28
ANKRD24	23	25	13	49	81	197	52	85
ANKRD26	12	19	20	20	12	19	33	16
ANKRD26P1	0	0	0	0	0	1	0	0
ANKRD26P2	0	0	0	0	0	0	0	0
ANKRD26P3	0	0	0	0	0	0	0	0
ANKRD26P4	0	0	0	0	0	0	0	0
ANKRD27	111	89	104	72	42	72	66	56
ANKRD28	54	66	80	67	76	180	110	46
ANKRD29	30	30	47	102	142	470	65	50
ANKRD30A	0	0	0	0	56	37	1	0
ANKRD30B	1	0	0	0	2	3	0	0
ANKRD30BL	0	1	0	0	1	0	0	0
ANKRD30BP1	0	0	0	0	0	0	0	1
ANKRD30BP2	0	0	0	0	0	0	0	0
ANKRD30BP3	0	0	1	0	0	0	0	0
ANKRD31	3	3	1	0	0	0	0	0
ANKRD33	0	0	0	0	1	0	0	0
ANKRD33B	40	41	4	3	4	0	3	3
ANKRD33B-AS1	0	0	0	0	0	0	0	0
ANKRD34A	8	5	6	4	3	5	6	6
ANKRD34B	0	0	14	0	6	14	8	17
ANKRD34C	0	1	0	0	0	0	0	2
ANKRD34C-AS1	0	0	0	1	2	0	0	0
ANKRD35	58	47	5	9	9	4	22	3
ANKRD36	24	58	49	29	20	24	97	53
ANKRD36B	21	49	40	29	24	23	81	41
ANKRD36BP1	2	1	1	0	3	0	0	1
ANKRD36BP2	1	7	0	3	5	1	1	0
ANKRD36C	7	6	11	4	4	0	7	7
ANKRD36P1	0	0	0	0	0	0	0	0
ANKRD37	62	43	123	379	51	87	86	72
ANKRD39	10	18	24	24	15	22	30	20
ANKRD40	129	126	128	70	67	121	69	59
ANKRD40CL	0	0	0	0	0	0	0	0
ANKRD42	38	29	28	31	10	30	27	11
ANKRD42-DT	32	36	46	38	29	30	38	22
ANKRD44	33	59	29	15	10	7	16	8
ANKRD44-AS1	0	0	0	0	0	1	0	0
ANKRD44-IT1	0	1	0	0	0	0	1	0
ANKRD45	1	2	0	0	0	0	0	0
ANKRD46	49	57	30	35	21	62	35	56
ANKRD49	35	42	37	34	33	47	45	23
ANKRD49P1	0	1	1	0	0	0	0	0
ANKRD49P2	0	0	0	0	0	0	0	0
ANKRD49P3	0	0	0	0	0	0	0	0
ANKRD49P4	0	0	0	0	0	0	0	0
ANKRD50	37	66	42	77	24	38	94	20
ANKRD52	190	197	146	95	119	226	120	160
ANKRD53	10	10	2	1	2	4	2	0
ANKRD54	69	52	40	78	68	94	70	73
ANKRD54P1	0	0	0	0	0	0	0	0
ANKRD55	0	0	0	1	0	0	1	0
ANKRD6	57	54	39	20	21	24	25	16
ANKRD60	0	0	0	0	0	0	0	0
ANKRD61	0	2	11	1	3	1	1	0
ANKRD62	0	0	0	0	0	1	2	0
ANKRD62P1	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	0
ANKRD63	0	0	1	0	1	3	0	1
ANKRD65	49	47	7	16	3	5	23	12
ANKRD66	0	1	1	1	2	4	1	0
ANKRD7	0	0	0	0	0	0	0	0
ANKRD9	59	41	75	59	44	76	54	57
ANKS1A	171	144	93	75	51	66	108	61
ANKS1B	20	34	8	14	15	32	23	8
ANKS3	81	78	64	112	95	186	202	97
ANKS4B	0	0	1	0	0	0	0	1
ANKS6	68	52	49	105	57	64	68	41
ANKUB1	22	25	28	13	12	13	7	5
ANKZF1	226	249	355	370	227	277	312	220
ANLN	1	3	8	1	2	4	7	5
ANO1	113	145	77	41	25	19	59	36
ANO1-AS1	21	29	19	13	1	5	12	11
ANO10	35	41	28	50	50	136	48	55
ANO2	8	4	5	2	2	1	2	2
ANO3	4	1	0	0	0	0	0	0
ANO3-AS1	0	0	0	0	0	0	1	0
ANO4	30	63	11	14	3	7	15	3
ANO5	26	42	7	10	3	1	7	1
ANO6	249	194	68	30	23	12	59	17
ANO7	164	386	430	648	779	309	1552	14
ANO7L1	4	4	1	1	2	2	0	4
ANO8	50	61	70	33	21	48	86	47
ANO9	59	68	51	37	41	15	32	13
ANOS1	10	12	20	11	42	71	13	23
ANOS2P	1	6	2	2	0	1	0	3
ANP32A	205	259	217	320	249	531	395	280
ANP32AP1	1	0	0	0	0	0	1	1
ANP32B	262	264	172	301	217	373	516	262
ANP32BP1	0	1	1	0	1	1	0	1
ANP32BP2	0	0	0	0	0	0	0	0
ANP32BP3	0	0	0	0	0	0	0	0
ANP32C	0	1	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0	0	0
ANP32E	74	111	30	18	29	43	24	8
ANPEP	190	293	56	2733	6	10	92	34
ANTKMT	19	16	12	24	27	48	66	13
ANTXR1	327	477	126	71	125	109	259	91
ANTXR2	523	556	179	447	107	121	235	216
ANTXRL	4	1	0	2	0	1	1	0
ANTXRLP1	1	0	0	0	0	0	0	0
ANXA1	325	396	85	201	34	83	175	43
ANXA10	1	0	0	3	0	0	0	0
ANXA11	534	388	368	409	348	388	434	205
ANXA13	0	0	0	0	0	0	0	0
ANXA2	1052	997	147	436	272	190	323	171
ANXA2P1	0	1	1	1	0	0	0	0
ANXA2P2	23	22	3	9	4	3	10	0
ANXA2P3	0	0	0	0	0	0	0	0
ANXA2R	7	9	3	0	5	6	46	3
ANXA3	37	119	116	174	47	27	144	124
ANXA4	218	226	83	204	55	71	142	75
ANXA5	604	533	385	757	641	521	840	1026
ANXA6	843	513	112	186	155	132	151	73
ANXA7	249	251	166	212	176	264	220	203
ANXA8	62	53	2	1	27	36	0	4
ANXA8L1	60	47	1	0	12	5	0	5
ANXA9	34	30	3	27	12	15	14	14
AOAH	17	29	3	3	6	4	8	2
AOAH-IT1	0	0	0	0	0	0	0	0
AOC1	15	54	0	1	10	3	2	2
AOC2	2	1	9	11	15	20	11	4
AOC3	640	420	130	121	53	63	103	43
AOC4P	39	19	6	2	2	2	1	3
AOPEP	237	189	51	63	54	46	71	78
AOX1	117	60	11	9	6	9	14	1
AOX2P	0	0	0	0	0	0	0	1
AOX3P	0	0	0	1	0	0	0	0
AOX3P-AOX2P	0	0	0	0	0	0	0	0
AP1AR	28	45	21	36	26	53	52	24
AP1AR-DT	3	4	2	4	1	3	4	1
AP1B1	229	193	250	355	274	521	218	296
AP1B1P1	0	1	0	0	0	0	2	0
AP1B1P2	0	0	0	0	0	0	0	0
AP1G1	141	231	130	233	195	292	191	176
AP1G2	374	430	487	509	421	850	534	357
AP1G2-AS1	197	198	285	256	219	470	284	189
AP1M1	91	69	41	54	49	101	55	72
AP1M2	63	58	118	167	153	418	164	183
AP1M2P1	0	0	0	0	0	0	0	0
AP1S1	69	51	55	133	75	137	135	63
AP1S2	28	29	62	20	30	64	48	10
AP1S2P1	0	0	0	0	0	0	0	0
AP1S3	15	13	18	18	10	24	28	14
AP2A1	194	137	97	114	73	169	111	86
AP2A2	170	136	143	191	106	203	224	137
AP2B1	366	340	238	315	220	533	260	96
AP2B1P1	0	0	1	1	0	0	0	0
AP2M1	667	422	271	396	484	935	424	439
AP2S1	93	56	48	242	127	187	159	117
AP3B1	82	72	67	52	43	64	76	39
AP3B2	13	22	2	5	5	3	21	3
AP3D1	253	274	429	362	316	469	423	426
AP3M1	115	116	118	126	56	97	108	106
AP3M2	64	45	24	36	53	91	46	50
AP3S1	101	104	47	32	44	79	91	73
AP3S2	47	59	44	56	46	65	35	33
AP4B1	58	72	19	37	42	66	49	42
AP4B1-AS1	27	31	14	12	12	17	13	14
AP4E1	18	21	17	17	8	20	15	15
